,Sigma,Mu,Div
DLPN,1.921998987639951,-0.0015425636761243334,0.0
DLR,0.3332077403994392,0.0004641363935874261,4.62
DLS,0.20361851914957438,3.285066553384088e-05,4.74
DLTH,0.5797688772981033,-0.00044294088876008474,0.0
DLTR,0.4228243983986659,0.0006846485526592073,0.0
DLX,0.3575103478553993,-5.835391328147471e-05,7.33
DM,0.8515619718543623,-0.0021285386300969877,0.0
DMAC,1.106963466287846,-0.0012439989521940518,0.0
DMAT,0.35937918943025815,-0.000757097125568447,1.55
DMLP,0.33347027477634616,0.00012492970473192543,13.27
DMRC,0.6487307144163268,-0.0001927364475258916,0.0
DMTK,0.8436220857839514,-0.0017644019974916258,0.0
DNA,0.9114027562984883,-0.0041622909064132265,0.0
DNB,0.3479762998017678,-0.0011530742792194466,1.79
DNL,0.21724252325208218,6.119649261577646e-05,4.57
DNLI,0.6656002047204423,0.00020398347847586679,0.0
DNMR,1.0205816332179753,-0.0014760655498358116,0.0
DNN,0.6857585090922426,-0.0003241354770192673,0.0
DNOW,0.4961297973821674,-0.0004022306992708661,0.0
DNUT,0.5321273244631192,-0.0018794674794743468,0.99
DO,0.6413023583504591,0.0017205407838172572,0.0
DOC,0.26010022941778016,9.65254301378765e-05,6.2
DOCN,0.7940140195033778,-0.0011454201653199,0.0
DOCS,0.843009187545605,-0.001193099193296728,0.0
DOCU,0.6457712922970579,0.0002825415518595831,0.0
DOG,0.1920315252803601,-0.000507897867566051,0.39
DOGZ,1.0796685298605895,-0.001287235861207645,0.0
DOL,0.22402971069359606,-3.155593987038813e-05,4.28
DOLE,0.37515581486515304,-0.0011374043955479792,2.73
DOMA,0.7784322417515187,-0.006364597494068837,0.0
DOMO,0.7922852529708764,-0.0005739257357440435,0.0
DON,0.22693844912774128,0.0002160848659346699,2.75
DOOO,0.44050650754694715,0.00044072739300910966,0.58
DOOR,0.4002116206737763,0.0004120279176213948,0.0
DORM,0.5525454464311856,0.0004617116910658567,0.0
DOUG,0.5761957752767296,-0.004333486868090274,6.41
DOV,0.28084518547564,0.0003729488338755373,1.39
DOW,0.41773478199111963,1.2345662336910811e-05,5.35
DOX,0.39192131461579377,0.00030299687210147733,1.9
DOYU,0.791959907552111,-0.0024149940547911605,0.0
DOZR,0.45017528960099423,6.757287712158746e-05,0.0
DPRO,1.5208442473440644,-0.0007135356826229669,0.0
DPST,0.955572975015929,-0.0006157380783587893,3.86
DPZ,0.37734805761713264,0.0006976788805899903,1.58
DQ,0.8327872667413098,0.00043073518041566956,0.0
DRD,0.6849360314979867,-0.00038932320944474585,3.06
DRH,0.5157548563815568,-5.822577663115287e-05,1.47
DRI,0.3633677367784881,0.000455394533575773,3.28
DRIO,1.4697661860571258,0.0001157834348240485,0.0
DRIP,1.1451852660068595,-0.002613377483098802,0.0
DRIV,0.2910510721638662,0.00022147245576497777,1.09
DRLL,0.3166376279020559,0.0014127415863567868,1.28
DRN,0.6553277484041485,0.00048093662177606917,2.82
DRQ,0.47962612409068,6.064100570558474e-05,0.0
DRRX,0.8483197745426446,-0.0006660079716192533,0.0
DRS,0.8335038197998704,-0.0001704818489165071,0.0
DRTT,0.6762558787267675,-0.0006746341626896015,0.0
DRV,0.6564070731238426,-0.0025389352763246025,0.38
DRVN,0.3953000348099615,-9.593937777788576e-05,0.0
DSEY,0.547839078984227,-0.002816064848082333,0.0
DSGN,0.8397727496745487,-0.002699102900036383,0.0
DSGX,0.5606307401901294,0.000335247288377498,0.0
DSHK,1.057719752810345,-0.0006756373788685294,0.0
DSI,0.20247814080772825,0.000257379056589614,1.35
DSKE,0.6462240672744166,-0.00029551010170376403,0.0
DSL,0.20757925709234526,-0.0003334011524802595,11.44
DSP,0.8061534006585843,-0.005197623371689008,0.0
DSPC,0.5777655422509083,-0.003939951004823663,0.0
DSTL,0.23263532387185767,0.00048395143004016617,1.32
DSX,0.5518467349662384,-0.0003344452286514524,14.93
DT,0.5593321925878533,0.0005501343123549621,0.0
DTC,0.786842806179325,-0.0052703162074288455,0.0
DTD,0.19390350344527044,0.0002108735052932664,2.75
DTE,0.21098892244784884,0.00020259721790397492,3.54
DTEA,0.806534696933475,-0.0018518925916957457,0.0
DTEC,0.25181458301947596,0.00021939028094289056,0.02
DTH,0.2326008983440092,-7.899054173245962e-05,5.47
DTIL,0.9398936921022815,-0.002832081322674625,0.0
DTM,0.3015818899137328,0.0007246126529377665,5.57
DUDE,0.1916732782429501,-0.0004110045228695582,7.44
DUG,0.6206675453034588,-0.0015760033337937638,0.25
DUHP,0.2367013423607589,-0.00017383307109754062,1.11
DUK,0.22596749598489385,0.0001731771301729496,4.23
DUOL,0.7779352602389774,-0.0017645329524475302,0.0
DURA,0.1969421428946311,0.0002164465994944799,3.14
DUSL,0.6871718802217037,0.00017448414815654013,0.66
DUST,1.0676942392272133,-0.0024647744932473634,5.25
DV,0.5902087115424167,-0.001154898045573511,0.0
DVA,0.43228063320216764,0.0004252387309020217,0.0
DVAX,1.0365025626546478,-0.00045866826654512215,0.0
DVN,0.418578007289593,0.00026802373876116004,9.06
DVOL,0.21058833566630566,0.0003004261874761868,1.44
DVY,0.19563542682263174,0.00018043501582630682,3.61
DVYE,0.19432792540304458,-0.000302360051428389,9.78
DWAC,1.9010470485615476,0.0013031037114318797,0.0
DWAS,0.2540100654831679,0.00040543444332154726,0.81
DWM,0.22544753705152973,-1.47993463130599e-05,4.18
DWX,0.2364907979005695,-0.00021580613615626432,4.52
DX,0.490829998872641,-4.176042566650944e-05,12.75
DXC,0.40216081560954,0.00020621698175577689,0.0
DXCM,0.5562051841281934,0.0008190139030481857,0.0
DXD,0.3838815320366952,-0.0011859725956442956,0.23
DXJ,0.2291467534727478,5.9220114511350826e-05,2.82
DXJS,0.21475064407937475,0.0002127802953031319,2.46
DXLG,0.7645114029053147,0.00016047368515995276,0.0
DXPE,0.856185749079154,0.00030127071646835813,0.0
DXYN,0.6878711838136843,-0.0003595503271474014,0.0
DY,0.5736815768915463,0.0003497249864881551,0.0
DYAI,1.2629774783911096,0.00011422138112168756,0.0
DYN,0.7285685373719398,-0.0012564857160750871,0.0
DZSI,0.7485874195364202,-0.0005367548829095745,0.0
E,0.30230045390003984,0.00011423470490634748,6.77
EA,0.47601795264407853,0.0006505930228036605,0.68
EAF,0.5811474850645056,-0.0009378772677627107,0.78
EAGG,0.05383452102908529,-6.548519765940322e-05,2.3
EAR,1.4935279757626516,-0.00733385475912569,0.0
EARN,0.37956958498467436,-0.00042309811360001574,12.9
EAST,0.8933286910720462,-0.002147432015241469,0.0
EAT,0.4360570296631953,0.0002881190647089696,0.0
EATV,0.30071276924062673,-0.0016910355186108756,0.18
EATZ,0.2551753362802277,-0.00072004255279836,2.23
EB,0.6835270150083382,-0.0016983868469967456,0.0
EBAY,0.49962805823354367,0.0006403057684322779,2.43
EBC,0.2456069081445331,0.000630365117063842,3.23
EBET,1.0982763122085732,-0.009391559007381454,0.0
EBF,0.3379928747529878,3.188302994192079e-05,4.55
EBIX,0.8801314166333435,-4.67614903575092e-05,1.84
EBIZ,0.32213371967327686,3.5647721582040206e-05,0.09
EBLU,0.20815396242747658,0.0002572218129866405,1.56
EBND,0.09779985546923407,-0.00012989280611905892,4.81
EBON,1.202208440849979,-0.0062282498948148055,0.0
EBS,0.5215008680427159,2.3060227299938083e-06,0.0
EC,0.4224803579484666,-0.0002392412232002423,31.89
ECH,0.27924630438981374,-0.00014701539468205357,6.39
ECL,0.2511199133097643,0.0004451999194621023,1.32
ECLN,0.20756044545334176,0.00028430291927167306,1.79
ECNS,0.25870992162734974,-0.00012474871931510728,3.62
ECON,0.21587180908537343,-9.68581220357002e-06,2.07
ECPG,0.7455550919294851,0.0002767376086933906,0.0
ECVT,0.42440000211182743,-0.0005039829180106856,0.0
ED,0.19592190358312586,0.00014208024268177108,3.45
EDAP,0.8989127756878974,3.5402163997399995e-05,0.0
EDC,0.7146733519572759,-0.0002927494325961388,0.18
EDIT,0.7732144044073407,-0.0004130729037833514,0.0
EDIV,0.1983173700929987,-0.0002475224765969175,4.68
EDOC,0.2831608221735751,-0.0004853549191626858,0.06
EDOW,0.20306615933478928,0.0002718632985765004,1.93
EDR,0.4631454391077566,-0.00014837418704118235,0.0
EDU,0.5975672848437996,0.0004055406708102644,0.0
EDUT,0.3108820772455026,-0.001182048096805749,1.46
EDV,0.2325896843062029,-4.4480103354501425e-05,3.07
EDZ,0.7131763802448183,-0.0020186230977301736,0.61
EE,0.627292990311016,-0.0003855113227116857,0.49
EEFT,0.5452890634419413,0.0002830530865027258,0.0
EELV,0.1522118197158739,-2.7006694086293637e-05,3.51
EEM,0.2829688057482941,0.00024517631011314995,2.5
EEMA,0.20646563988035,5.13929386941837e-05,1.54
EEMS,0.19606940713456733,-5.1740395543952764e-06,0.88
EEMV,0.15457516361748186,3.088186166086598e-05,1.94
EEMX,0.21332543582277927,6.927050105987745e-05,2.36
EES,0.26144435458673904,0.00023412204187272343,1.13
EET,0.4493786740623856,-5.206379376604872e-05,0.02
EEV,0.5993120079220147,-0.0011392311032706647,0.27
EEX,0.6397835071516452,-0.0011940432114765564,0.0
EFA,0.217100432837703,7.949137261501327e-05,2.56
EFAS,0.20733967094898492,-0.00010218313344007244,7.24
EFAV,0.1378914803186077,7.936675015681744e-05,2.46
EFAX,0.18255817751107203,8.301146209691257e-05,2.67
EFC,0.36451510002507476,-0.00018334619245672043,15.56
EFG,0.21681353148938948,0.00011230787136952926,1.19
EFSC,0.4217396229955,0.0002643846033494384,2.1
EFTR,1.168476526239647,-0.006780613379654789,0.0
EFV,0.23378228612076604,-2.4283121573338556e-05,4.01
EFX,0.31969473729764547,0.0003846660751093576,0.79
EFXT,0.4332081760214613,-0.00026579999082828476,1.17
EFZ,0.2354821934145714,-0.00032800097053060776,0.59
EGAN,1.045444174837173,-0.0005528563816710369,0.0
EGBN,0.40548761072778855,0.00045476434237401263,5.01
EGHT,0.9064636409038195,-7.79732404803268e-05,0.0
EGIO,0.6713442127585764,-0.0007596257635051873,0.0
EGLE,0.8834130286735156,-0.0017918831786056843,4.79
EGLX,0.8490200127274957,-0.0012452204031577856,0.0
EGO,0.5972186824041334,1.898608591341926e-05,0.0
EGP,0.27809474499249215,0.0002858526288685425,3.04
EGRX,0.5606705844199905,0.00036808645095279003,0.0
EGY,1.2330216642109697,-0.00012276369268629856,2.93
EH,1.2119639519580219,-0.0005316732427490555,0.0
EHAB,0.6704689633360562,-0.004861317504286778,0.0
EHC,0.81058016289004,0.00019640415051307825,1.13
EHTH,0.6403362771754816,-0.0003788340813616018,0.0
EIDO,0.28331369269553003,8.096526509195161e-06,2.58
EIG,0.3354041379830597,0.000192112705184855,2.47
EIGR,1.0208187836423337,-0.0020677773521008526,0.0
EINC,0.2800125573475632,-0.0005786741689171538,3.4
EIX,0.3069033878322956,0.0001384369793393532,4.32
EKG,0.390609426354343,-0.0011178999918439302,0.0
EKSO,0.9959976766053367,-0.002385135323649644,0.0
EL,0.3055640023117649,0.0004921194309633982,1.1
ELA,0.8000101407028961,7.240732193361207e-05,0.0
ELAN,0.4097566548430309,-0.0010031986656089853,0.0
ELD,0.1058820095614769,-0.0002149415899997678,5.12
ELDN,1.091253425605612,-0.003560816688909486,0.0
ELF,0.5111122953896556,0.0004658823063582923,0.0
ELMD,0.6503192114789373,0.00031092094209190884,0.0
ELME,0.282796416963605,4.2515007232140236e-05,3.96
ELOX,1.1686527078076714,-0.0019812408924036787,0.0
ELP,0.5026632321343921,6.178164842268197e-05,11.1
ELS,0.2861440547420847,0.00038784773429197404,2.71
ELV,0.3124935334719416,0.0006046602340063776,1.29
ELVT,0.7202827670238253,-0.0010314172962290777,0.0
ELYS,1.256910794703788,-0.003500901140926283,0.0
EMAN,0.9854765705744838,-0.000737374582309134,0.0
EMB,0.11463996572091793,-4.743138605242414e-05,4.99
EMBC,0.5988162685825659,-0.003161931147076659,2.07
EMBD,0.10531193537380741,-0.00028450532655634913,4.54
EMBK,1.6031733429027406,-0.013963496287212966,0.0
EME,0.3724838966371352,0.0006675881647027222,0.38
EMFM,0.1771866469834654,-0.00013314650540164683,2.57
EMFQ,0.31653777659109644,-0.00024425627801165714,0.26
EMGF,0.21013487483841384,0.00011418457576206113,4.12
EMKR,0.8074045251488102,-0.0004719689104620316,0.0
EMLC,0.1076249068543743,-0.0002369959890161063,5.57
EMLP,0.18420394650927477,0.00011234332575372237,3.18
EMN,0.3144133671157204,0.00017511773218405866,3.81
EMQQ,0.3182860202411381,6.832320619838369e-05,0.38
EMR,0.27316184672301524,0.0002706236899000061,2.5
EMTY,0.2890846990505523,-0.000752403295676058,0.64
EMX,0.6649501247786401,7.039442613988407e-05,0.0
EMXC,0.2154012759609414,-5.114137912175196e-05,2.83
ENB,0.25178193628964946,0.00031478688755067624,6.76
ENFN,0.7186893362893225,-0.00239052838798836,0.0
ENFR,0.27843984408080846,-7.266388705798939e-05,5.83
ENG,0.9568133023422087,3.148695754227647e-05,0.0
ENIC,0.37568858652939263,-0.0006337691948699008,1.82
ENLC,0.6272641624312918,7.821200679684084e-05,4.52
ENLV,0.9405112553296162,-0.002097376504221138,0.0
ENOB,1.00451028699579,-0.001415566579570985,0.0
ENOV,0.48148435026826314,0.00010643397508766068,0.0
ENPH,0.8263230821735137,0.0013252919347864277,0.0
ENR,0.3594049134981297,-2.2245647114664644e-05,3.59
ENRG,0.37675970832779887,-0.0008983789752519962,0.0
ENS,0.42623521632878764,0.0003830433246260822,0.84
ENSC,1.1142905064186899,-0.004582262614142606,0.0
ENSG,0.4168728727611153,0.0008224317261080417,0.26
ENSV,1.3468510266969813,-0.00012064673844495926,0.0
ENTA,0.5260755546874103,0.0004044402773735575,0.0
ENTG,0.5472779079190079,0.00031275439537954366,0.49
ENTX,1.043986741953712,-0.001896106372335433,0.0
ENV,0.40719641550369284,0.0005744755140857719,0.0
ENVA,0.5734813657907863,0.0001726747559907951,0.0
ENVB,1.9715319901235855,-0.0024813953683050804,0.0
ENVX,0.9611550201876098,-1.757211017166583e-05,0.0
ENZ,0.7655992990366347,-7.882367857161895e-05,0.0
ENZL,0.20622111256443815,0.0001998955117420647,1.62
EOG,0.39465316520786564,0.0004510126133211667,3.02
EOLS,0.8963280406508725,-0.000345869755776152,0.0
EOSE,1.1372292492151432,-0.0035248503230910218,0.0
EPAC,0.3967919444802259,0.0002882178286469009,0.14
EPAM,0.45450122999325726,0.0011499501282662117,0.0
EPC,0.35210474689181626,0.00013955886717155477,1.47
EPD,0.27956918426321997,0.00024419044122305574,7.63
EPI,0.2985992773643106,5.8778811654289045e-05,6.23
EPIX,1.003360032014065,-0.0018104901236387695,0.0
EPM,1.556334231440529,-0.001160097877589207,7.93
EPP,0.24193964602446516,0.00017612112147758044,4.36
EPR,0.401808881070274,0.00010439494059458523,8.51
EPRT,0.4955965647200329,0.00047606693247457925,4.49
EPS,0.19678743772931237,0.00023001418039182668,1.93
EPSN,1.0703861398858618,0.00013736941912033342,4.76
EPV,0.4325679971405892,-0.0011414886006686756,0.36
EQ,1.4712056053899907,-0.002432411381218522,0.0
EQAL,0.1983897736234217,0.00023196924738080632,1.96
EQC,0.37134149981723547,-5.207880256204928e-05,0.0
EQH,0.42547589544393294,0.000294531865890977,3.12
EQIX,0.6216254553610404,7.891093209547276e-05,1.97
EQNR,0.3578579320958111,0.00028922905541645664,2.76
EQR,0.308586600517987,0.00019140596791773708,4.17
EQRX,0.8894630878258096,-0.0035436982151336935,0.0
EQT,0.348055415232069,0.00026553635912351405,1.96
EQWL,0.19149132701401525,0.0002701137494859336,2.1
EQX,0.563204963674243,-0.00011291927111838949,0.0
ERAS,0.7959990239411191,-0.0037968885494595993,0.0
ERF,0.464279520136749,3.3028756042047547e-05,1.52
ERIC,0.4759954323307344,3.103831354381645e-05,4.82
ERIE,0.3096324369475384,0.00039845133859031624,2.04
ERII,0.6479175259886255,0.00020123233552949565,0.0
ERJ,0.45487779287771957,-0.00012031952624087081,0.0
ERNA,1.013996765892669,-0.0009821734141224898,0.0
ERO,0.5703519712007584,0.000966838939757335,0.0
ERTH,0.2685349661729327,0.00016165686139577354,1.21
ERX,0.8125031798212939,-0.0005118816354168416,2.63
ERY,0.7892206848796058,-0.002287794569277328,0.28
ERYP,0.8574621329606409,-0.003453422606509617,0.0
ES,0.23018399724341082,0.00015754807400853934,3.56
ESAB,0.4484247843863531,-0.00033287445375867683,0.33
ESCA,0.6490316392331967,0.0002471399745261938,4.66
ESE,0.37602883371226964,0.00043163260876031407,0.36
ESGD,0.18268618067667858,9.434240756128371e-05,2.46
ESGE,0.21078029682209365,5.703207026094009e-05,2.68
ESGR,0.3420212346894437,0.0004768922507685356,0.0
ESGU,0.20370021919658451,0.0003687640608011383,1.55
ESI,0.43002355903176404,0.00017976031637942358,1.65
ESMT,0.5613456235706091,-0.0020687023987509033,0.0
ESNT,0.42004983084783654,0.00026699504522796576,2.61
ESPO,0.2886770111035134,0.0003153840499446309,0.81
ESPR,0.8140443609681765,-0.00035257609080367855,0.0
ESRT,0.31855522513383,-0.0002854606393305188,2.12
ESS,0.27476807870041015,0.00033253061733167855,4.31
ESSA,0.28541876502810865,0.00014427588439608528,3.44
ESTA,0.6776573932255272,0.0008702159990871902,0.0
ESTC,0.6037968989961916,-0.00028791128928674285,0.0
ESTE,1.301284549999836,0.00046326778645445474,0.0
ET,0.421112400145323,0.00017390712523805503,9.89
ETD,0.41844619195089966,0.00018350230136091676,4.64
ETN,0.28184638752952174,0.0003890097062317949,2.0
ETNB,0.9418172875808866,-0.0006215083207817924,0.0
ETON,0.6271384771474549,-0.0007659717059394152,0.0
ETR,0.23286477541788903,0.00018771322447253582,4.13
ETRN,0.5340951676459275,-0.0010193768775197268,10.38
ETSY,0.6200781098272373,0.0007129038800118163,0.0
ETWO,0.47006051950251454,-0.0008141434645858888,0.0
EUFN,0.281796408394862,-7.68004834176905e-05,3.96
EUM,0.3003744833602215,-0.00040424751994617893,0.45
EUO,0.1856352621055969,4.900463556627928e-05,0.0
EURL,0.5911927485849293,-0.00038349371767674333,1.61
EURN,0.4012680698726973,0.00016723105056260803,0.84
EUSA,0.17988829391406844,0.00035361824805143566,1.72
EVA,0.3435167711660348,0.0004664629091919265,11.61
EVAV,1.1459609508441664,-0.014440274725844186,0.52
EVAX,1.0165288872920586,-0.003586062152094793,0.0
EVBG,0.6239658764035945,0.000418521131806689,0.0
EVC,0.7499487509608961,-0.0002439835115297326,3.19
EVCM,0.5889068944107163,-0.0022778520295835976,0.0
EVER,0.7826586213928451,-0.00017701974127756306,0.0
EVEX,1.151527056314471,-0.001139714231008875,0.0
EVFM,1.3959727751271618,-0.004769029136816894,0.0
EVGN,0.6060158731787016,-0.0006271955851578765,0.0
EVGO,0.9031094510223445,-0.001483237415609325,0.0
EVH,0.6262520762342592,0.0002087122532108315,0.0
EVLO,0.9602643558430267,-0.00196102009765862,0.0
EVLV,0.8570191652527807,-0.002309870866630197,0.0
EVMT,0.30792156829783923,-0.0011310306162964493,0.93
EVOK,1.0287220258529257,-0.0016982819028783353,0.0
EVOP,0.44934140842816594,0.0004966831535020552,0.0
EVR,0.42264600926492785,0.000351476529674358,2.45
EVRG,0.23259206981678432,0.000111035263112833,4.1
EVRI,0.6971153306852228,-9.576721027691616e-06,0.0
EVTC,0.30805270950669195,0.000187927773600001,0.6
EVTL,0.8343417150887554,-0.0019211235145207806,0.0
EVTV,1.37043291110433,-0.003023360823045209,0.0
EVX,0.22495466004733639,0.0002919918316615724,0.4
EW,0.34236058063891833,0.0006972452555072362,0.0
EWA,0.2725446080010584,0.0001184545691562715,5.23
EWBC,0.4461563369659371,0.00043709387512321326,3.35
EWC,0.23462040116828214,0.00017125375487340246,2.32
EWCO,0.2417494947227454,-3.807695445369949e-06,1.41
EWCZ,0.6161582539991137,-0.0015288217146023446,0.0
EWD,0.3116137939673491,0.00012476462027778757,3.44
EWEB,0.4654825994708818,-0.0013530596219584535,0.39
EWG,0.26296852668981735,9.04459900852575e-05,2.92
EWGS,0.20789255578581364,0.0002601096819930002,2.09
EWH,0.280453211694221,7.047049170015372e-05,2.99
EWI,0.27981727016441854,-3.2987473282092876e-07,4.14
EWJ,0.23061229648450926,-1.5036094278361878e-05,1.2
EWK,0.2465614328689836,2.8866300269635383e-05,2.59
EWL,0.21614299032618697,0.00017945921176640447,1.99
EWM,0.2929734251585912,-0.00012759054790862043,3.21
EWMC,0.20973020308408746,0.0003366828072926165,1.26
EWN,0.24989687061044283,0.00012126604204366673,1.83
EWP,0.2749916186405353,8.780227832526263e-05,2.74
EWQ,0.2547642195658786,0.0001415489361896152,2.94
EWRE,0.2307577335503481,0.00010139328967715569,3.17
EWS,0.28119397855843764,-4.218374999221209e-05,2.58
EWT,0.2933482141913157,6.30792724755043e-06,5.39
EWTX,0.8329581051195208,-0.002720588403176907,0.0
EWU,0.23434605113876844,3.175168734463157e-05,3.32
EWUS,0.22355753950272045,6.188941214021149e-05,1.96
EWV,0.4217339007442577,-0.0007415348581844047,0.27
EWW,0.3033099523794077,0.00023154848863885788,2.79
EWX,0.23150977931985053,-1.9763809055644356e-05,2.95
EWY,0.3320637651960864,0.00018505753617107168,1.2
EWZ,0.39284541195063677,6.958495886932375e-05,13.21
EWZS,0.35422523802505457,-0.0002570390283813589,4.69
EXAI,0.9958045848930445,-0.005178925216873684,0.0
EXAS,0.7178236583413508,0.00021660156618348548,0.0
EXC,0.2517268529933051,0.00019861396733330814,3.48
EXEL,0.682951901562134,1.4675752972222463e-05,0.0
EXFY,0.8100549090941385,-0.005373704332381768,0.0
EXI,0.22167923917084073,0.0001767800730170023,1.56
EXK,0.704388482961475,-5.6050861357675785e-05,0.0
EXLS,0.40742291826543436,0.0005388757462448669,0.0
EXP,0.37489398231850124,0.00046182063015778646,0.73
EXPD,0.3582329950428825,0.0005823539436152937,1.26
EXPE,0.4763573411590106,0.00013678209568630462,0.0
EXPI,0.7513730116172884,0.0005138563609571176,1.49
EXPO,0.49990063413888675,0.0004906586613570447,0.99
EXPR,0.8669186506940079,-0.0008797848631481885,0.0
EXR,0.33372152270990124,0.0005329430804898465,4.12
EXTR,0.7187112794646368,-6.924543172914818e-05,0.0
EYE,0.5179646686835708,0.0002456539191122049,0.0
EYEN,0.8131458770299517,-0.001454084474311124,0.0
EYPT,0.8036423172841715,-0.0010508959927055502,0.0
EZA,0.3437159240253207,0.00015470562715510792,4.1
EZJ,0.3528988581217429,0.0001145759443418961,0.53
EZM,0.24042001632063592,0.00026779197104335697,1.57
EZPW,0.6082037690309827,0.00010704849442138947,0.0
EZU,0.25727671846883676,1.0357664850271211e-06,2.53
F,0.3901627685581492,4.119802955387124e-05,5.03
FA,0.49154128733357344,-0.001082472179714315,0.0
FAB,0.24862839463322972,0.00021109637824211593,1.82
FAD,0.21745683574420896,0.0002931580493599726,0.6
FAF,0.2898989599266708,0.0004060146683465364,3.85
FALN,0.10307865443404766,-1.8020593601814818e-05,5.2
FAN,0.27953198611002056,-0.00014109880768465208,1.47
FANG,0.5222695035701174,0.0008000672785275896,2.26
FANH,0.5837331520373881,-0.00030715180243090647,0.0
FARM,0.42567607360811066,-8.505514771819028e-05,0.0
FARO,0.6189423917298081,9.323304079865758e-05,0.0
FAS,0.7992323755024128,0.0004559447514678521,1.21
FAST,0.3604515076806153,0.0006354432106109252,2.67
FATE,0.7815158727319372,0.00018095727643900066,0.0
FATH,0.7386835614670217,-0.004538069689805268,0.0
FAZ,0.824225526962474,-0.003456238215867928,0.0
FAZE,0.9180759237195638,-0.00381783459416642,0.0
FBIN,0.3271516723407276,0.0005844354035332352,1.6
FBIO,0.841858181085632,-0.0010058672424110163,0.0
FBIZ,0.38272648268900106,0.0002487140753392862,2.94
FBK,0.37087976281595325,0.0003505079100434896,1.87
FBMS,0.4948266001031654,0.00027544830350938263,3.23
FBNC,0.4605342160034481,0.00031980514318898757,2.4
FBND,0.06013212093393653,-5.354814886108968e-05,3.35
FBP,0.5205735539488878,6.807949695658855e-05,4.68
FBRT,0.360190995022228,-0.0009332821325180611,11.3
FBRX,1.3538080351500705,-0.00363430912023136,0.0
FBT,0.2640786105038079,0.0004917212412891415,1.47
FBZ,0.35601086327636566,-0.00036572179296369775,10.3
FC,0.5029872889274521,0.00012488170513441567,0.0
FCA,0.28632301315723674,-0.00012538981780845645,5.82
FCBC,0.37984762638217506,0.00014594081605593355,4.26
FCEL,0.854974394232685,-0.0005681265693996111,0.0
FCF,0.367515084018658,0.00010778855873967662,3.66
FCFS,0.47551714217510466,0.000542161009971145,1.44
FCG,0.4264852841364066,-0.0003537338010770894,3.37
FCN,0.4763757709327484,0.0005488819452677438,0.0
FCNCA,0.3245659416818798,0.00040570864200101145,0.53
FCOM,0.2026120364181601,8.888914517435916e-05,0.95
FCPI,0.252264067631896,0.0002681034065879042,1.79
FCPT,0.40133580647858846,0.00013402705882274656,5.05
FCRD,0.3473452952726734,-0.0003430106563188443,6.17
FCUV,1.7502445290816127,0.0012480461974989528,0.0
FCX,0.5130680758505767,0.00016361616169036729,0.79
FDD,0.28335982263643156,-0.00025151489215001895,5.79
FDIS,0.21081656295383003,0.00034666601590485266,0.91
FDL,0.20502090638795697,0.00013760944913252652,3.76
FDLO,0.17580394269676586,0.00038489832651452776,1.51
FDMO,0.20434405612450535,0.0003351990121834715,1.18
FDMT,0.8481294761647554,-0.0011642623593557389,0.0
FDN,0.26224422182865065,0.0004308735499750463,0.0
FDNI,0.3825080344540363,0.00015451654378840699,0.34
FDP,0.40898688794008636,6.819699145574707e-05,1.97
FDRR,0.18920494225001935,0.00028806578991432313,2.79
FDRV,0.4071626502032556,-0.0016759559533849186,0.29
FDS,0.3483596926077851,0.0006748846136886277,0.87
FDT,0.18978910219110612,-1.543714734856112e-05,2.2
FDUS,0.3681415565582583,8.200086708756305e-05,7.48
FDVV,0.1918772315440697,0.00024882286920306873,3.42
FDX,0.32453704263376665,0.0003207769481621872,2.32
FE,0.2586470417766884,8.060261666498351e-05,3.98
FEAM,1.1017496971171057,-0.007126778988184732,0.0
FELE,0.37596100398522303,0.0005193976569459361,0.98
FEM,0.2257933072276433,-0.00011480515881170768,6.13
FEMS,0.2726548070298228,8.574307110363384e-05,4.72
FENC,0.6586259678618406,-0.0001675251588421787,0.0
FENG,0.6569607348009541,-0.0011327440907160913,0.0
FENY,0.3077909447069649,-1.933696417782273e-05,3.58
FEP,0.22423019424792737,1.2702463979085346e-05,2.85
FERG,0.302370624584821,0.0005336306666494099,3.17
FET,0.7611229737399826,-0.0009973890910833622,0.0
FEUZ,0.22502762330088208,7.173642953507642e-05,2.89
FEX,0.21252285788407577,0.00024914206174004943,1.64
FEZ,0.26521133781258127,8.594881882016671e-05,2.75
FF,0.457802604851979,-7.420391090476649e-05,2.92
FFBC,0.3705943640646835,0.00011431250924886405,4.2
FFIC,0.35446840907854704,0.00022363354891500405,5.65
FFIE,1.1610517777226552,-0.005980942424226322,0.0
FFIN,0.3379100699546432,0.00044647454347158185,2.12
FFIV,0.6068761888533527,0.0004988825063262885,0.0
FFNW,0.33436086910936536,6.380545888087738e-05,3.98
FFTY,0.2589845376936551,-7.008155501914422e-05,2.65
FFWM,0.33061928482629627,0.0002089192939795655,4.81
FG,1.5738025078513473,0.0068397654524207235,4.43
FGD,0.2520611949578972,-8.185906671395927e-05,5.66
FGEN,0.655892378720846,-0.00015511221669613272,0.0
FGH,0.625800645843661,0.0003507765296111494,0.0
FGM,0.2244855474333126,5.03050151285349e-05,5.06
FHB,0.3342285164553214,2.92671149446401e-05,4.91
FHI,0.3603433023579579,0.00016313039260940364,2.72
FHLC,0.17799951711650594,0.00040299589211670875,1.39
FHN,0.3828739351960829,0.00021860391462266221,3.68
FHTX,0.870835480639105,-0.0018979058757018078,0.0
